V1,V2,V3,V4,V5,V6,V7,V8,Class
I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,1
I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,1
I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,1
M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,1
M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,1
I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,1
M,0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,1
I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,1
I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,1
I,0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,1
I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,1
I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,1
F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,1
I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,1
F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,1
I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,1
I,0.475,0.375,0.11,0.494,0.211,0.109,0.1545,1
I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,1
I,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,1
I,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,1
I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,1
I,0.59,0.47,0.145,0.974,0.453,0.236,0.289,1
I,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,1
I,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,1
F,0.34,0.255,0.085,0.204,0.097,0.021,0.05,1
I,0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,1
F,0.435,0.35,0.105,0.4195,0.194,0.1005,0.13,1
M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,1
I,0.34,0.25,0.075,0.1765,0.0785,0.0405,0.05,1
F,0.58,0.48,0.18,1.2495,0.4945,0.27,0.371,1
I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,1
F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,1
I,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,1
I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,1
M,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,1
I,0.35,0.26,0.09,0.1765,0.072,0.0355,0.0575,1
M,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,1
I,0.525,0.39,0.105,0.567,0.2875,0.1075,0.16,1
I,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,1
I,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,1
I,0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,1
I,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,1
I,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,1
M,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,1
I,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,1
I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,1
I,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,1
I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,1
I,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,1
M,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,1
I,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,1
I,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,1
M,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,1
I,0.48,0.335,0.125,0.524,0.246,0.1095,0.145,1
I,0.48,0.35,0.1,0.519,0.2365,0.1275,0.126,1
I,0.28,0.215,0.07,0.124,0.063,0.0215,0.03,1
M,0.385,0.255,0.1,0.3175,0.137,0.068,0.092,1
F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,2
M,0.47,0.37,0.12,0.5795,0.293,0.227,0.14,2
M,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,2
M,0.465,0.36,0.105,0.431,0.172,0.107,0.175,2
F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,2
F,0.56,0.45,0.16,1.0235,0.429,0.268,0.3,2
M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,2
M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,2
M,0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,2
M,0.46,0.38,0.135,0.482,0.207,0.1225,0.145,2
M,0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,2
F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,2
I,0.47,0.37,0.14,0.4985,0.2095,0.1225,0.145,2
F,0.37,0.29,0.115,0.25,0.111,0.057,0.075,2
M,0.34,0.265,0.085,0.1835,0.077,0.046,0.065,2
F,0.395,0.295,0.095,0.2245,0.078,0.054,0.08,2
M,0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,2
F,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,2
F,0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,2
M,0.555,0.435,0.145,0.9685,0.4985,0.168,0.2385,2
F,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,2
M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,2
M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,2
F,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,2
M,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,2
I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,2
M,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,2
M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,2
F,0.605,0.475,0.165,1.056,0.433,0.2195,0.357,2
M,0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,2
M,0.7,0.565,0.18,1.751,0.895,0.3355,0.446,2
I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,2
I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,2
I,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,2
I,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,2
F,0.575,0.42,0.135,0.857,0.461,0.147,0.2125,2
M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,2
M,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,2
F,0.615,0.475,0.155,1.115,0.484,0.2115,0.355,2
F,0.635,0.495,0.175,1.211,0.707,0.2725,0.323,2
F,0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,2
M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,2
F,0.595,0.455,0.16,1.04,0.452,0.2655,0.288,2
F,0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,2
M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,2
I,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,2
I,0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,2
M,0.57,0.45,0.14,0.795,0.3385,0.148,0.245,2
M,0.575,0.445,0.16,0.839,0.4005,0.198,0.239,2
M,0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,2
F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,2
F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,2
M,0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,2
M,0.66,0.5,0.165,1.3195,0.667,0.269,0.341,2
M,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,2
M,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,2
F,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,2
I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,2
I,0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,2
M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,2
M,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,2
M,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,2
M,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,2
F,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,2
M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,2
F,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,2
F,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,2
F,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,2
I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,2
M,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,2
I,0.405,0.305,0.105,0.3625,0.1565,0.0705,0.125,2
M,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,2
F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,2
F,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,2
F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,2
F,0.42,0.33,0.125,0.463,0.186,0.11,0.145,2
F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,2
F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,2
F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,2
F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,2
M,0.57,0.45,0.135,1.02,0.546,0.204,0.25,2
M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,2
F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,2
I,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,2
I,0.56,0.44,0.14,0.825,0.402,0.139,0.245,2
M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,2
M,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,2
M,0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,2
M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,2
M,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,2
I,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,2
I,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,2
M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,2
I,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,2
F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,2
I,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,2
M,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,2
F,0.64,0.5,0.15,1.2015,0.559,0.231,0.3355,2
M,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,2
F,0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625,2
M,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,2
F,0.505,0.405,0.16,0.6835,0.271,0.145,0.215,2
M,0.505,0.385,0.11,0.655,0.3185,0.15,0.185,2
I,0.47,0.375,0.105,0.468,0.1665,0.108,0.17,2
M,0.575,0.435,0.13,1.0105,0.368,0.222,0.32,2
F,0.65,0.545,0.185,1.5055,0.6565,0.341,0.43,2
F,0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565,2
M,0.625,0.47,0.175,1.179,0.605,0.258,0.271,2
I,0.5,0.365,0.125,0.528,0.229,0.103,0.1645,2
M,0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,2
F,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,2
F,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,2
M,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,2
M,0.53,0.41,0.125,0.769,0.346,0.173,0.215,2
I,0.595,0.47,0.135,0.9365,0.434,0.184,0.287,2
F,0.63,0.505,0.195,1.306,0.516,0.3305,0.375,2
M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,2
M,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,2
M,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,2
M,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,2
F,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,2
F,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,2
I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,2
I,0.29,0.225,0.075,0.152,0.071,0.059,0.045,2
I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,2
M,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,2
M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,2
M,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,2
M,0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,2
F,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,2
I,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,2
M,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,2
F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,3
M,0.59,0.445,0.14,0.931,0.356,0.234,0.28,3
F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,3
F,0.52,0.425,0.165,0.9885,0.396,0.225,0.32,3
M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,3
M,0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,3
F,0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,3
F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,3
M,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,3
F,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12,3
M,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,3
F,0.54,0.475,0.155,0.928,0.394,0.194,0.26,3
M,0.63,0.515,0.155,1.259,0.4105,0.197,0.41,3
M,0.54,0.435,0.18,0.996,0.3835,0.226,0.325,3
M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,3
M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,3
M,0.61,0.48,0.15,1.2,0.56,0.2455,0.28,3
F,0.59,0.465,0.15,0.997,0.392,0.246,0.34,3
F,0.68,0.58,0.2,1.787,0.585,0.453,0.6,3
M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,3
M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,3
M,0.58,0.45,0.175,1.068,0.425,0.203,0.32,3
M,0.5,0.41,0.15,0.662,0.2815,0.137,0.22,3
F,0.665,0.555,0.195,1.4385,0.581,0.354,0.36,3
F,0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,3
F,0.58,0.46,0.15,0.9955,0.429,0.212,0.26,3
M,0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,3
F,0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,3
I,0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,3
I,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,3
F,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,3
F,0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,3
I,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,3
I,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,3
F,0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,3
I,0.46,0.35,0.12,0.4885,0.193,0.105,0.155,3
M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,3
M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,3
F,0.43,0.335,0.12,0.444,0.155,0.1145,0.14,3
M,0.465,0.36,0.08,0.488,0.191,0.125,0.155,3
M,0.52,0.385,0.115,0.669,0.2385,0.172,0.205,3
M,0.695,0.515,0.175,1.5165,0.578,0.4105,0.39,3
M,0.585,0.405,0.15,1.2565,0.435,0.202,0.325,3
M,0.53,0.41,0.165,0.732,0.189,0.17,0.31,3
M,0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,3
F,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,3
M,0.63,0.505,0.165,1.26,0.4525,0.2755,0.406,3
M,0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,3
M,0.645,0.5,0.175,1.3385,0.633,0.299,0.349,3
M,0.765,0.6,0.22,2.302,1.007,0.509,0.6205,3
F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,3
M,0.565,0.39,0.125,0.744,0.352,0.13,0.1685,3
M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,3
F,0.65,0.59,0.22,1.662,0.77,0.378,0.435,3
F,0.72,0.575,0.17,1.9335,0.913,0.389,0.51,3
M,0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,3
M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,3
F,0.605,0.505,0.18,1.434,0.7285,0.264,0.431,3
I,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,3
M,0.65,0.525,0.185,1.488,0.665,0.337,0.378,3
M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,3
M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,3
M,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,3
M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,3
I,0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,3
M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,3
M,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,3
F,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,3
M,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,3
M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,3
F,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,3
M,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,3
F,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,3
M,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,3
M,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,3
M,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,3
M,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,3
M,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,3
F,0.545,0.445,0.175,0.8525,0.3465,0.189,0.295,3
M,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,3
M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,3
M,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,3
M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,3
M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,3
F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,3
I,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,3
F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,3
I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,3
F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,3
F,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,3
M,0.5,0.39,0.13,0.709,0.275,0.168,0.18,3
M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,3
F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,3
F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,3
F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,3
F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,3
I,0.56,0.435,0.135,0.72,0.329,0.103,0.251,3
F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,3
F,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,3
I,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,3
F,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,3
M,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,3
M,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,3
M,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,3
M,0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364,3
F,0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,3
I,0.335,0.26,0.09,0.1835,0.078,0.024,0.065,3
F,0.64,0.475,0.19,1.151,0.4365,0.281,0.3805,3
M,0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,3
M,0.45,0.335,0.14,0.478,0.1865,0.115,0.16,3
F,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,3
M,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,3
M,0.635,0.48,0.19,1.467,0.5825,0.303,0.42,3
F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,3
M,0.52,0.425,0.155,0.7735,0.297,0.123,0.255,3
M,0.55,0.45,0.17,0.81,0.317,0.157,0.22,3
F,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,3
F,0.71,0.575,0.175,1.555,0.6465,0.3705,0.52,3
F,0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52,3
I,0.44,0.34,0.125,0.4895,0.1735,0.0875,0.2,3
F,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,3
F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,3
M,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19,3
F,0.605,0.45,0.165,1.2225,0.357,0.202,0.385,3
F,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,3
F,0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,3
M,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,3
M,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,3
I,0.62,0.47,0.155,0.966,0.447,0.171,0.284,3
M,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,3
M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,3
M,0.63,0.49,0.16,1.09,0.407,0.224,0.354,3
M,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,3
M,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,3
F,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,3
M,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,3
M,0.575,0.47,0.165,0.853,0.292,0.179,0.35,3
M,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,3
M,0.53,0.425,0.11,0.739,0.237,0.161,0.295,3
F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,3
