V1,V2,V3,V4,V5,V6,V7,V8,Class
I,0.47,0.38,0.125,0.4845,0.211,0.1075,0.142,1
F,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,1
F,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,1
M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,1
M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,1
I,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,1
I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,1
I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,1
I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,1
I,0.43,0.315,0.095,0.378,0.175,0.08,0.1045,1
I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,1
I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,1
M,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,1
I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,1
I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,1
M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,1
M,0.57,0.445,0.15,0.9875,0.504,0.207,0.249,1
I,0.21,0.17,0.045,0.0475,0.019,0.011,0.013,1
I,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,1
I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,1
I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,1
M,0.48,0.355,0.16,0.464,0.221,0.106,0.239,1
I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,1
I,0.545,0.42,0.125,0.717,0.358,0.112,0.22,1
F,0.595,0.435,0.15,0.9,0.4175,0.17,0.265,1
I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,1
F,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,1
I,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,1
I,0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,1
I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,1
I,0.52,0.38,0.115,0.6645,0.3285,0.17,0.1425,1
F,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,1
I,0.32,0.24,0.07,0.133,0.0585,0.0255,0.041,1
I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,1
I,0.28,0.215,0.08,0.132,0.072,0.022,0.033,1
I,0.445,0.32,0.12,0.378,0.152,0.0825,0.12,1
F,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,1
F,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,1
I,0.31,0.225,0.05,0.1445,0.0675,0.0385,0.045,1
I,0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,1
M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,1
F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,1
F,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,1
M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,1
M,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,1
F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,1
M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,1
I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,1
I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,1
I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,1
I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,1
M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,1
F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,1
F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,1
I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,1
I,0.485,0.375,0.13,0.5535,0.266,0.112,0.157,1
I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,1
M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,1
I,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,1
I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,1
I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,1
I,0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,1
I,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,1
I,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,1
I,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,1
F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,1
I,0.53,0.38,0.125,0.616,0.292,0.113,0.185,1
F,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,1
M,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,1
I,0.435,0.325,0.105,0.335,0.136,0.065,0.115,1
M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,1
F,0.55,0.43,0.15,0.655,0.2635,0.122,0.221,1
I,0.425,0.325,0.105,0.3975,0.1815,0.081,0.1175,1
I,0.2,0.15,0.04,0.046,0.021,0.007,0.0065,1
F,0.51,0.385,0.135,0.632,0.282,0.145,0.17,1
I,0.455,0.375,0.125,0.533,0.233,0.106,0.185,1
I,0.39,0.3,0.1,0.3085,0.1385,0.0735,0.085,1
F,0.46,0.35,0.115,0.44,0.19,0.1025,0.13,1
F,0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,1
I,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,1
I,0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,1
F,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,1
I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,1
M,0.55,0.44,0.16,0.985,0.4645,0.201,0.27,1
I,0.33,0.23,0.085,0.1695,0.079,0.026,0.0505,1
I,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,1
F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,1
I,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,1
I,0.27,0.205,0.05,0.084,0.03,0.0185,0.029,1
I,0.44,0.32,0.095,0.3275,0.1495,0.059,0.1,1
M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,1
I,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,1
I,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,1
F,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,1
F,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,1
I,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,1
I,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,1
I,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,1
I,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,1
I,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,1
M,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,1
I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,1
I,0.41,0.305,0.1,0.2645,0.1,0.0655,0.085,1
M,0.59,0.45,0.155,0.874,0.369,0.2135,0.24,1
I,0.5,0.385,0.12,0.516,0.197,0.1305,0.165,1
M,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,1
M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,2
M,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,2
F,0.6,0.47,0.15,0.922,0.363,0.194,0.305,2
F,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,2
F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,2
F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,2
I,0.4,0.3,0.11,0.315,0.109,0.067,0.12,2
I,0.35,0.26,0.085,0.174,0.0705,0.0345,0.06,2
F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,2
M,0.545,0.425,0.135,0.8445,0.373,0.21,0.235,2
M,0.515,0.455,0.135,0.7225,0.295,0.1625,0.235,2
F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,2
M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,2
F,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,2
M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,2
F,0.37,0.28,0.11,0.2305,0.0945,0.0465,0.075,2
F,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,2
M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,2
M,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,2
M,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875,2
F,0.605,0.475,0.175,1.382,0.609,0.2325,0.3985,2
F,0.67,0.585,0.16,1.309,0.5445,0.2945,0.413,2
M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,2
F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,2
F,0.645,0.515,0.15,1.212,0.515,0.2055,0.385,2
M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,2
M,0.55,0.425,0.15,0.8315,0.411,0.1765,0.2165,2
M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,2
M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,2
F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,2
F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,2
I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,2
I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,2
M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,2
I,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,2
I,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,2
M,0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,2
M,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,2
M,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,2
M,0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,2
F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,2
I,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,2
F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,2
F,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,2
F,0.665,0.515,0.18,1.389,0.5945,0.324,0.395,2
I,0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,2
I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,2
M,0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,2
I,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,2
M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,2
F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,2
M,0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,2
M,0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,2
M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,2
M,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,2
M,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,2
M,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,2
F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,2
I,0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,2
I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,2
M,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,2
I,0.58,0.44,0.145,0.7905,0.3525,0.1645,0.242,2
M,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,2
I,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,2
M,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,2
F,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,2
M,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,2
F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,2
I,0.455,0.355,0.08,0.452,0.2165,0.0995,0.125,2
I,0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,2
F,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,2
F,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,2
M,0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,2
F,0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,2
I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,2
M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,2
M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,2
M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,2
M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,2
F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,2
M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,2
F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,2
M,0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,2
I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,2
I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,2
M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,2
M,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,2
M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,2
M,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,2
F,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,2
F,0.55,0.435,0.14,0.745,0.347,0.174,0.2265,2
M,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,2
F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,2
F,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,2
M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,2
F,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,2
F,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,2
F,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,2
M,0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345,2
M,0.585,0.46,0.15,1.206,0.581,0.216,0.323,2
F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,2
M,0.645,0.505,0.165,1.307,0.4335,0.262,0.52,2
I,0.42,0.325,0.125,0.3915,0.1575,0.1025,0.115,2
F,0.545,0.435,0.15,0.6855,0.2905,0.145,0.225,2
F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,2
M,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,2
M,0.64,0.5,0.17,1.4545,0.642,0.3575,0.354,2
F,0.62,0.51,0.18,1.233,0.592,0.274,0.322,2
I,0.475,0.355,0.125,0.4865,0.2155,0.1105,0.142,2
I,0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,2
F,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,2
F,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065,2
F,0.67,0.525,0.195,1.42,0.573,0.368,0.3905,2
I,0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,2
F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,2
M,0.62,0.525,0.155,1.085,0.454,0.1965,0.35,2
M,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,2
F,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,2
I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,2
I,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,2
M,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,2
M,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,2
M,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,2
F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,2
M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,2
F,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,2
M,0.635,0.48,0.145,1.181,0.665,0.229,0.225,2
M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,2
I,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,2
F,0.65,0.495,0.16,1.3105,0.577,0.3315,0.355,2
F,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,2
F,0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,2
F,0.625,0.485,0.15,1.0945,0.531,0.261,0.296,2
F,0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,3
F,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,3
F,0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,3
M,0.595,0.465,0.175,1.115,0.4015,0.254,0.39,3
F,0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,3
M,0.645,0.485,0.215,1.514,0.546,0.2615,0.635,3
F,0.68,0.57,0.205,1.842,0.625,0.408,0.65,3
F,0.63,0.48,0.16,1.199,0.5265,0.335,0.315,3
F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,3
M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,3
F,0.635,0.505,0.17,1.415,0.605,0.297,0.365,3
M,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385,3
M,0.515,0.38,0.175,0.9565,0.325,0.158,0.31,3
M,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195,3
M,0.5,0.38,0.155,0.5955,0.2135,0.161,0.2,3
F,0.505,0.375,0.18,0.568,0.2325,0.1495,0.17,3
F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,3
F,0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,3
M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,3
M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,3
I,0.49,0.38,0.12,0.529,0.2165,0.139,0.155,3
M,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,3
M,0.725,0.565,0.215,1.891,0.6975,0.4725,0.58,3
F,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,3
M,0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,3
M,0.58,0.46,0.13,0.921,0.357,0.181,0.29,3
F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,3
I,0.53,0.42,0.185,0.752,0.299,0.156,0.205,3
I,0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,3
F,0.475,0.35,0.115,0.452,0.1715,0.092,0.155,3
F,0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,3
M,0.45,0.335,0.14,0.4625,0.164,0.076,0.15,3
I,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,3
F,0.47,0.355,0.14,0.433,0.1525,0.095,0.152,3
F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,3
F,0.38,0.305,0.105,0.281,0.1045,0.0615,0.09,3
F,0.49,0.385,0.15,0.7865,0.241,0.14,0.24,3
M,0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,3
M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,3
M,0.505,0.38,0.13,0.656,0.227,0.1785,0.22,3
F,0.66,0.52,0.2,1.676,0.673,0.4805,0.45,3
M,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,3
F,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,3
M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,3
M,0.505,0.405,0.14,0.875,0.2665,0.174,0.285,3
F,0.625,0.49,0.155,1.2085,0.465,0.162,0.411,3
M,0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,3
F,0.64,0.5,0.17,1.5175,0.693,0.326,0.409,3
F,0.715,0.525,0.185,1.56,0.6655,0.383,0.405,3
M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,3
I,0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,3
M,0.61,0.48,0.165,1.244,0.6345,0.257,0.305,3
M,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,3
F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,3
F,0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,3
M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,3
M,0.575,0.44,0.16,0.9615,0.483,0.166,0.275,3
M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,3
F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,3
M,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,3
F,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,3
F,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,3
M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,3
M,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,3
F,0.62,0.495,0.17,1.062,0.372,0.213,0.34,3
M,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,3
M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,3
M,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,3
I,0.55,0.42,0.115,0.668,0.2925,0.137,0.209,3
F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,3
M,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,3
F,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,3
M,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,3
F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,3
M,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,3
M,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,3
F,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,3
F,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,3
F,0.62,0.48,0.23,1.0935,0.403,0.245,0.355,3
M,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,3
M,0.53,0.435,0.135,0.7365,0.3275,0.1315,0.22,3
F,0.565,0.48,0.175,0.957,0.3885,0.215,0.275,3
F,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,3
F,0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,3
F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,3
I,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,3
F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,3
M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,3
F,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,3
M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,3
F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,3
M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,3
M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,3
F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,3
M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,3
M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,3
F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,3
M,0.695,0.54,0.195,1.691,0.768,0.363,0.4755,3
F,0.61,0.47,0.195,1.2735,0.469,0.3315,0.398,3
M,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,3
M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,3
M,0.64,0.495,0.165,1.307,0.678,0.292,0.266,3
M,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,3
F,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,3
M,0.71,0.56,0.175,1.724,0.566,0.4575,0.4625,3
M,0.675,0.505,0.16,1.532,0.74,0.357,0.3815,3
F,0.47,0.375,0.105,0.513,0.232,0.142,0.13,3
F,0.49,0.38,0.13,0.539,0.229,0.1355,0.165,3
F,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,3
F,0.555,0.42,0.14,0.868,0.33,0.243,0.21,3
F,0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,3
M,0.555,0.435,0.135,0.858,0.377,0.1585,0.29,3
F,0.575,0.48,0.15,0.8745,0.375,0.193,0.29,3
F,0.595,0.465,0.145,1.107,0.402,0.2415,0.31,3
F,0.655,0.53,0.19,1.428,0.493,0.318,0.565,3
M,0.535,0.42,0.16,0.72,0.275,0.164,0.225,3
F,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,3
I,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,3
I,0.575,0.475,0.17,0.967,0.3775,0.284,0.275,3
F,0.49,0.39,0.135,0.59,0.215,0.125,0.1845,3
F,0.52,0.405,0.145,0.829,0.3535,0.1685,0.205,3
M,0.54,0.405,0.155,0.9715,0.3225,0.194,0.29,3
M,0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41,3
M,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,3
F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,3
I,0.63,0.465,0.15,1.0315,0.4265,0.24,0.325,3
F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,3
M,0.615,0.47,0.175,1.242,0.5675,0.287,0.317,3
M,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,3
M,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,3
I,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,3
M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,3
M,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,3
F,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,3
F,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,3
F,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,3
F,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,3
M,0.52,0.41,0.115,0.77,0.263,0.157,0.26,3
M,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,3
F,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,3
