age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
4,Private,85815.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
0,Private,243313.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0,0,2,United-States,<=50K
2,State-gov,170525.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Local-gov,171328.0,10th,6.0,Widowed,Other-service,Unmarried,Black,Female,0,0,1,United-States,<=50K
4,Private,146013.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,<=50K
0,Private,193787.0,Some-college,10.0,Never-married,Tech-support,Own-child,White,Female,0,0,2,United-States,<=50K
1,Local-gov,220419.0,Bachelors,13.0,Never-married,Protective-serv,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,173321.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,Private,159841.0,HS-grad,9.0,Widowed,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
2,Private,206565.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Private,94936.0,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Private,161400.0,11th,7.0,Widowed,Other-service,Unmarried,Other,Male,0,0,2,United-States,<=50K
1,Federal-gov,185885.0,Some-college,10.0,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
3,Private,214955.0,5th-6th,3.0,Divorced,Craft-repair,Not-in-family,White,Female,0,4,2,United-States,<=50K
1,Private,196164.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,364657.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,175024.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,0,United-States,<=50K
1,Private,116358.0,Some-college,10.0,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,3,2,Philippines,<=50K
2,Private,290521.0,HS-grad,9.0,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,2,United-States,<=50K
3,Local-gov,288825.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,2,United-States,<=50K
4,Private,49401.0,Assoc-voc,11.0,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,,271749.0,12th,8.0,Never-married,,Other-relative,Black,Male,1,0,2,United-States,<=50K
2,Private,343121.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,388093.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,267044.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,0,United-States,<=50K
2,Private,197202.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,201872.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,136218.0,11th,7.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Self-emp-not-inc,110663.0,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,Private,199713.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,267147.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Male,0,0,2,United-States,<=50K
1,Private,182521.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,114117.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
3,Local-gov,120451.0,10th,6.0,Separated,Other-service,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,78277.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,261293.0,Masters,14.0,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,240817.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,1,0,2,United-States,<=50K
2,Local-gov,86644.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,3,United-States,<=50K
0,Private,475028.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
2,Private,70282.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,2,United-States,<=50K
1,Private,271328.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,2,0,2,United-States,<=50K
2,Private,131414.0,Some-college,10.0,Never-married,Sales,Not-in-family,Black,Female,0,0,2,United-States,<=50K
0,Private,223515.0,Bachelors,13.0,Never-married,Prof-specialty,Unmarried,White,Male,0,0,0,United-States,<=50K
1,State-gov,301526.0,Some-college,10.0,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
1,Private,73585.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,,<=50K
2,Self-emp-inc,32185.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,193830.0,11th,7.0,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
4,Private,169871.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,,257780.0,11th,7.0,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
4,Local-gov,291175.0,Bachelors,13.0,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,188798.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,121313.0,Some-college,10.0,Never-married,Transport-moving,Own-child,White,Male,0,0,3,United-States,<=50K
1,Self-emp-inc,155781.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,,<=50K
4,Local-gov,28856.0,7th-8th,4.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,93235.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Private,274198.0,5th-6th,3.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,2,Mexico,<=50K
0,Private,375871.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,Mexico,<=50K
2,Self-emp-not-inc,325159.0,Some-college,10.0,Divorced,Farming-fishing,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,57066.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,159929.0,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,187370.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0,1,2,United-States,<=50K
4,Private,271567.0,HS-grad,9.0,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
2,Private,209370.0,HS-grad,9.0,Separated,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,206365.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Female,0,0,2,United-States,<=50K
0,Private,34446.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,277647.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
0,Self-emp-not-inc,36012.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,201954.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Self-emp-inc,218184.0,9th,5.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2,2,Mexico,<=50K
2,Private,227644.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,294936.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
4,Federal-gov,212448.0,HS-grad,9.0,Widowed,Sales,Unmarried,White,Female,0,0,2,Germany,<=50K
1,Private,117529.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,Mexico,<=50K
3,Private,157043.0,11th,7.0,Divorced,Other-service,Not-in-family,Black,Female,0,0,2,United-States,<=50K
4,Federal-gov,43280.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,Black,Female,0,0,2,United-States,<=50K
4,Private,151616.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,205839.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
3,Federal-gov,31838.0,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
2,State-gov,194630.0,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,128604.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
2,Local-gov,409505.0,Bachelors,13.0,Divorced,Protective-serv,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Private,188861.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,236696.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0,0,3,United-States,<=50K
2,Private,85995.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,256522.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,,<=50K
2,State-gov,34180.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,191161.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,257764.0,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Self-emp-not-inc,230684.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
0,,194095.0,Some-college,10.0,Never-married,,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,325007.0,Assoc-acdm,12.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,<=50K
1,State-gov,73211.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,0,United-States,<=50K
0,Private,213644.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,27997.0,Assoc-voc,11.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,,211453.0,HS-grad,9.0,Widowed,,Not-in-family,Black,Female,0,0,0,United-States,<=50K
0,Private,207940.0,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,2,United-States,<=50K
0,Private,174592.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,123253.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Local-gov,32124.0,9th,5.0,Never-married,Other-service,Own-child,Black,Male,0,0,0,United-States,<=50K
3,Private,232628.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
4,Local-gov,165695.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,139338.0,12th,8.0,Divorced,Transport-moving,Unmarried,Black,Male,0,0,2,United-States,<=50K
1,Private,111900.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,State-gov,147253.0,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,207281.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,<=50K
0,State-gov,178818.0,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,375833.0,11th,7.0,Never-married,Craft-repair,Other-relative,White,Male,0,0,2,United-States,<=50K
1,Private,127796.0,5th-6th,3.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,1,Mexico,<=50K
2,Self-emp-not-inc,136028.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,443040.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,2,United-States,<=50K
1,Private,420895.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,151504.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,168817.0,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,367314.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,377680.0,Assoc-voc,11.0,Never-married,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Private,154781.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,,167651.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,288419.0,10th,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,57322.0,Assoc-acdm,12.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,107306.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,2,United-States,<=50K
3,Private,199739.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Female,0,0,2,United-States,<=50K
3,Private,198744.0,HS-grad,9.0,Widowed,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Local-gov,62463.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1,2,United-States,<=50K
0,Private,156807.0,9th,5.0,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,2,United-States,<=50K
4,,386261.0,Bachelors,13.0,Married-spouse-absent,,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,399088.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,33610.0,HS-grad,9.0,Divorced,Other-service,Other-relative,White,Male,0,0,2,United-States,<=50K
2,Local-gov,339681.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,1,0,2,United-States,<=50K
1,Local-gov,218990.0,Assoc-voc,11.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,3,United-States,<=50K
2,Private,166740.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
0,Local-gov,249101.0,HS-grad,9.0,Divorced,Protective-serv,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,201495.0,11th,7.0,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,330664.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,,169631.0,Assoc-acdm,12.0,Married-AF-spouse,,Wife,White,Female,0,0,0,United-States,<=50K
1,Private,104024.0,Some-college,10.0,Never-married,Sales,Other-relative,White,Female,0,0,2,United-States,<=50K
1,Private,264936.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,204621.0,Assoc-acdm,12.0,Divorced,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
0,,33487.0,Some-college,10.0,Never-married,,Other-relative,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
0,Private,99386.0,Bachelors,13.0,Married-spouse-absent,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
0,,376474.0,Some-college,10.0,Never-married,,Own-child,White,Male,0,0,1,United-States,<=50K
3,Private,161482.0,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,410034.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Local-gov,160586.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,108887.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,2,United-States,<=50K
1,Private,106437.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
3,Private,54933.0,Masters,14.0,Divorced,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
4,Private,101887.0,10th,6.0,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,4,United-States,<=50K
2,Private,277347.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,353010.0,Bachelors,13.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,4,United-States,<=50K
4,Private,90377.0,Assoc-voc,11.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,2,0,3,United-States,<=50K
2,Private,70055.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
0,State-gov,235853.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,<=50K
4,Federal-gov,217994.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Local-gov,123983.0,Bachelors,13.0,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,0,2,2,Vietnam,<=50K
2,Private,105017.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
0,State-gov,258490.0,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
4,Private,143030.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,37869.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,460835.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,3,United-States,<=50K
0,Private,230574.0,10th,6.0,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,176711.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,England,<=50K
1,Private,107248.0,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,212302.0,Some-college,10.0,Separated,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,189950.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,<=50K
4,Private,131060.0,7th-8th,4.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K
3,Self-emp-not-inc,59469.0,9th,5.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
2,Self-emp-not-inc,295127.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
3,Local-gov,137678.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Private,171398.0,10th,6.0,Never-married,Sales,Not-in-family,Other,Male,0,0,2,United-States,<=50K
4,,183958.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
3,Private,66356.0,HS-grad,9.0,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,2,United-States,<=50K
4,,152802.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0,0,0,United-States,<=50K
4,Private,146788.0,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
3,,169785.0,Masters,14.0,Never-married,,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Local-gov,134935.0,12th,8.0,Never-married,Protective-serv,Own-child,White,Male,0,0,2,United-States,<=50K
0,,192773.0,Some-college,10.0,Never-married,,Own-child,White,Female,0,0,1,United-States,<=50K
0,Private,63062.0,Some-college,10.0,Never-married,Farming-fishing,Own-child,White,Male,0,0,3,United-States,<=50K
0,State-gov,166851.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
4,Private,348430.0,1st-4th,2.0,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,Portugal,<=50K
1,Private,195891.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,3,United-States,<=50K
1,State-gov,116677.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,314375.0,Assoc-voc,11.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Local-gov,142756.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,115248.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,2,Vietnam,<=50K
2,Private,407068.0,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,4,Mexico,<=50K
4,Private,91343.0,Some-college,10.0,Widowed,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,100722.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
4,Federal-gov,101338.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,106890.0,Assoc-voc,11.0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,186925.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,1,0,3,United-States,<=50K
3,Private,166003.0,11th,7.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,,346762.0,11th,7.0,Divorced,,Own-child,White,Male,0,0,4,United-States,<=50K
1,Private,300687.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,64292.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Female,0,0,3,United-States,<=50K
1,Private,25955.0,11th,7.0,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Private,272451.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Federal-gov,454508.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,161478.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,2,Japan,<=50K
0,Private,85088.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0,0,2,United-States,<=50K
2,Private,367749.0,1st-4th,2.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,2,El-Salvador,<=50K
3,Self-emp-not-inc,113434.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
4,Private,235079.0,Preschool,1.0,Widowed,Craft-repair,Unmarried,Black,Male,0,0,0,United-States,<=50K
4,Private,148606.0,10th,6.0,Separated,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,159001.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
4,Private,170148.0,HS-grad,9.0,Divorced,Craft-repair,Unmarried,Black,Male,0,0,2,United-States,<=50K
0,Private,240063.0,Bachelors,13.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,176360.0,HS-grad,9.0,Never-married,Craft-repair,Own-child,Black,Male,0,0,2,United-States,<=50K
2,Private,220609.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,182074.0,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
0,Private,161708.0,Bachelors,13.0,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
2,Private,202950.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,267086.0,Assoc-voc,11.0,Divorced,Tech-support,Unmarried,White,Female,0,0,3,United-States,<=50K
0,Private,85088.0,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0,2,1,United-States,<=50K
2,Private,307638.0,HS-grad,9.0,Divorced,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
3,Private,119199.0,Bachelors,13.0,Divorced,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
2,Private,140583.0,HS-grad,9.0,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,2,United-States,<=50K
