age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,native-country,class
2,Self-emp-not-inc,193459.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,169323.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,2,United-States,<=50K
4,Private,105200.0,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,2,0,0,United-States,<=50K
2,Private,135056.0,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,186792.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,311764.0,11th,7.0,Widowed,Sales,Own-child,Black,Female,0,0,1,United-States,<=50K
0,Private,286469.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K
1,Private,246439.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Male,0,0,2,United-States,<=50K
1,Private,238246.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,239322.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,126314.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,199545.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0,United-States,<=50K
4,Without-pay,27012.0,7th-8th,4.0,Widowed,Farming-fishing,Unmarried,White,Female,0,0,3,United-States,<=50K
2,Private,324420.0,1st-4th,2.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,Mexico,<=50K
2,Private,188386.0,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2,2,United-States,<=50K
1,Local-gov,103148.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
1,Private,226013.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,Private,260847.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
3,Local-gov,260106.0,Prof-school,15.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
4,Self-emp-not-inc,30599.0,Masters,14.0,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Private,54472.0,Some-college,10.0,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
0,Local-gov,33432.0,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
3,Private,185465.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
0,Self-emp-not-inc,60116.0,10th,6.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,354104.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,103605.0,11th,7.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,2,United-States,<=50K
1,,308493.0,HS-grad,9.0,Married-civ-spouse,,Wife,White,Female,0,0,0,Honduras,<=50K
1,Private,163392.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,2,,<=50K
4,,188172.0,Doctorate,16.0,Widowed,,Not-in-family,White,Female,0,0,0,United-States,<=50K
3,State-gov,30575.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
3,Local-gov,169785.0,Masters,14.0,Widowed,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,201175.0,11th,7.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,2,United-States,<=50K
3,Private,298130.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,207568.0,7th-8th,4.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
2,Private,184659.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
3,Local-gov,52590.0,HS-grad,9.0,Widowed,Protective-serv,Not-in-family,Black,Male,0,0,2,United-States,<=50K
0,,96862.0,Some-college,10.0,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,170263.0,Some-college,10.0,Never-married,Tech-support,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,156976.0,Assoc-voc,11.0,Separated,Other-service,Not-in-family,Black,Male,0,0,2,United-States,<=50K
1,Local-gov,286101.0,HS-grad,9.0,Never-married,Transport-moving,Unmarried,Black,Female,0,0,2,United-States,<=50K
2,Private,225193.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,201901.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,0,2,0,United-States,<=50K
2,Private,158685.0,HS-grad,9.0,Separated,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Private,110562.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,199288.0,11th,7.0,Separated,Transport-moving,Not-in-family,White,Male,0,0,4,United-States,<=50K
0,Private,675421.0,9th,5.0,Never-married,Handlers-cleaners,Own-child,White,Male,1,0,2,United-States,<=50K
1,Private,42734.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,67450.0,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,England,<=50K
2,Private,65390.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,3,United-States,<=50K
1,Private,509364.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,1,United-States,<=50K
2,Local-gov,318972.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,4,United-States,<=50K
4,Private,83045.0,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
1,Self-emp-inc,111746.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,345121.0,10th,6.0,Separated,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
1,Self-emp-not-inc,122749.0,Assoc-voc,11.0,Divorced,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
0,,219835.0,Assoc-voc,11.0,Never-married,,Not-in-family,White,Male,0,0,2,United-States,<=50K
3,Self-emp-not-inc,242341.0,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
1,Self-emp-not-inc,161745.0,Bachelors,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0,3,3,United-States,<=50K
0,Private,374918.0,12th,8.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,2,United-States,<=50K
3,Self-emp-not-inc,102359.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,<=50K
4,Private,158609.0,Assoc-voc,11.0,Widowed,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
3,Private,249741.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,129059.0,Some-college,10.0,Never-married,Sales,Own-child,Black,Male,0,0,1,United-States,<=50K
3,Private,188330.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
4,,150516.0,HS-grad,9.0,Widowed,,Unmarried,White,Male,0,0,0,United-States,<=50K
2,State-gov,102308.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
2,Private,245626.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,3,United-States,<=50K
0,State-gov,341410.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,185957.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
2,Private,288551.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,2,United-States,<=50K
4,,139391.0,Some-college,10.0,Married-civ-spouse,,Husband,White,Male,0,0,1,United-States,<=50K
2,Private,154374.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,3,United-States,<=50K
2,State-gov,229364.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,280071.0,Some-college,10.0,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,3,United-States,<=50K
0,Private,87653.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
1,State-gov,199539.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,3,2,United-States,<=50K
0,Private,222993.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
1,Federal-gov,566117.0,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,43554.0,5th-6th,3.0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,4,2,United-States,<=50K
1,Private,192200.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,2,,<=50K
3,State-gov,188386.0,Masters,14.0,Separated,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
2,Private,158592.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
0,Private,325596.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,State-gov,79580.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,2,United-States,<=50K
3,,162034.0,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,0,0,2,United-States,<=50K
0,Self-emp-not-inc,210278.0,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,159322.0,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,2,United-States,<=50K
4,Private,193130.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
4,Private,114670.0,9th,5.0,Widowed,Priv-house-serv,Not-in-family,Black,Female,1,0,0,United-States,<=50K
1,Private,144064.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
0,,230397.0,Some-college,10.0,Never-married,,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,454941.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,240842.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
4,Private,188612.0,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
2,Self-emp-inc,175485.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,100405.0,10th,6.0,Married-civ-spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,0,0,2,United-States,<=50K
1,Private,112584.0,Some-college,10.0,Divorced,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,231866.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0,0,4,United-States,<=50K
2,,78255.0,HS-grad,9.0,Divorced,,Not-in-family,White,Male,0,0,1,United-States,<=50K
3,Private,220115.0,Some-college,10.0,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,98678.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,,192569.0,HS-grad,9.0,Never-married,,Own-child,Black,Male,0,0,2,United-States,<=50K
